null,Rank,Pokemon,Usage%,Raw,Raw%,Real,Real%
 ,76.0, Wailmer            ,  0.24676% ,1329.0,  1.877% ,1025.0,  1.840% 
 ,77.0, Wooloo             ,  0.24124% ,237.0,  0.335% ,183.0,  0.328% 
 ,78.0, Aron               ,  0.23785% ,2392.0,  3.379% ,1974.0,  3.543% 
 ,79.0, Dreepy             ,  0.23661% ,831.0,  1.174% ,649.0,  1.165% 
 ,80.0, Toxel              ,  0.23561% ,119.0,  0.168% ,98.0,  0.176% 
 ,81.0, Joltik             ,  0.23171% ,673.0,  0.951% ,524.0,  0.940% 
 ,82.0, Gible              ,  0.22696% ,1107.0,  1.564% ,882.0,  1.583% 
 ,83.0, Minccino           ,  0.21869% ,2161.0,  3.053% ,1684.0,  3.022% 
 ,84.0, Salandit           ,  0.20055% ,1620.0,  2.288% ,1235.0,  2.217% 
 ,85.0, Togepi             ,  0.19529% ,789.0,  1.115% ,637.0,  1.143% 
 ,86.0, Remoraid           ,  0.19412% ,190.0,  0.268% ,141.0,  0.253% 
 ,87.0, Goldeen            ,  0.19041% ,283.0,  0.400% ,235.0,  0.422% 
 ,88.0, Bronzor            ,  0.18411% ,1539.0,  2.174% ,1293.0,  2.321% 
 ,89.0, Buneary            ,  0.18033% ,1581.0,  2.233% ,1291.0,  2.317% 
 ,90.0, Impidimp           ,  0.17363% ,1146.0,  1.619% ,967.0,  1.736% 
 ,91.0, Oddish             ,  0.15697% ,726.0,  1.026% ,580.0,  1.041% 
 ,92.0, Trubbish           ,  0.14835% ,870.0,  1.229% ,724.0,  1.299% 
 ,93.0, Budew              ,  0.14225% ,340.0,  0.480% ,274.0,  0.492% 
 ,94.0, Darumaka           ,  0.14123% ,1283.0,  1.812% ,959.0,  1.721% 
 ,95.0, Zubat              ,  0.13885% ,320.0,  0.452% ,249.0,  0.447% 
 ,96.0, Litten             ,  0.13713% ,1586.0,  2.240% ,1357.0,  2.436% 
 ,97.0, Inkay              ,  0.13304% ,1513.0,  2.137% ,1206.0,  2.164% 
 ,98.0, Treecko            ,  0.13028% ,790.0,  1.116% ,616.0,  1.106% 
 ,99.0, Mantyke            ,  0.12553% ,1123.0,  1.586% ,879.0,  1.578% 
 ,100.0, Riolu              ,  0.12306% ,2244.0,  3.170% ,1734.0,  3.112% 
 ,101.0, Rowlet             ,  0.12247% ,672.0,  0.949% ,534.0,  0.958% 
 ,102.0, Bulbasaur          ,  0.12199% ,2474.0,  3.495% ,1924.0,  3.453% 
 ,103.0, Machop             ,  0.11604% ,717.0,  1.013% ,578.0,  1.037% 
 ,104.0, Binacle            ,  0.11354% ,561.0,  0.792% ,421.0,  0.756% 
 ,105.0, Morelull           ,  0.10927% ,473.0,  0.668% ,359.0,  0.644% 
 ,106.0, Mime Jr.           ,  0.10775% ,878.0,  1.240% ,704.0,  1.264% 
 ,107.0, Solosis            ,  0.10116% ,969.0,  1.369% ,728.0,  1.307% 
 ,108.0, Purrloin           ,  0.10089% ,750.0,  1.059% ,601.0,  1.079% 
 ,109.0, Pancham            ,  0.09902% ,506.0,  0.715% ,406.0,  0.729% 
 ,110.0, Anorith            ,  0.09823% ,1795.0,  2.536% ,1419.0,  2.547% 
 ,111.0, Stunky             ,  0.09655% ,971.0,  1.372% ,730.0,  1.310% 
 ,112.0, Pumpkaboo-Small    ,  0.09542% ,136.0,  0.192% ,116.0,  0.208% 
 ,113.0, Golett             ,  0.09493% ,934.0,  1.319% ,756.0,  1.357% 
 ,114.0, Dratini            ,  0.09208% ,1065.0,  1.504% ,819.0,  1.470% 
 ,115.0, Sandile            ,  0.09153% ,1083.0,  1.530% ,838.0,  1.504% 
 ,116.0, Exeggcute          ,  0.08538% ,419.0,  0.592% ,316.0,  0.567% 
 ,117.0, Clauncher          ,  0.08132% ,1383.0,  1.954% ,1042.0,  1.870% 
 ,118.0, Sandshrew          ,  0.08094% ,382.0,  0.540% ,318.0,  0.571% 
 ,119.0, Darumaka-Galar     ,  0.08050% ,865.0,  1.222% ,685.0,  1.229% 
 ,120.0, Torchic            ,  0.07151% ,1455.0,  2.055% ,1112.0,  1.996% 
 ,121.0, Growlithe          ,  0.07145% ,1706.0,  2.410% ,1415.0,  2.540% 
 ,122.0, Lickitung          ,  0.07086% ,1494.0,  2.110% ,1123.0,  2.016% 
 ,123.0, Baltoy             ,  0.06945% ,977.0,  1.380% ,753.0,  1.351% 
 ,124.0, NidoranM           ,  0.06411% ,142.0,  0.201% ,113.0,  0.203% 
 ,125.0, Azurill            ,  0.06168% ,1382.0,  1.952% ,1102.0,  1.978% 
 ,126.0, Sinistea           ,  0.06065% ,499.0,  0.705% ,362.0,  0.650% 
 ,127.0, Wooper             ,  0.05964% ,530.0,  0.749% ,411.0,  0.738% 
 ,128.0, Smoochum           ,  0.05855% ,276.0,  0.390% ,206.0,  0.370% 
 ,129.0, Fletchling         ,  0.05582% ,815.0,  1.151% ,638.0,  1.145% 
 ,130.0, Hatenna            ,  0.05575% ,315.0,  0.445% ,237.0,  0.425% 
 ,131.0, Jangmo-o           ,  0.05567% ,263.0,  0.372% ,184.0,  0.330% 
 ,132.0, Fomantis           ,  0.05489% ,717.0,  1.013% ,517.0,  0.928% 
 ,133.0, Shelmet            ,  0.05473% ,461.0,  0.651% ,387.0,  0.695% 
 ,134.0, Venipede           ,  0.05240% ,475.0,  0.671% ,387.0,  0.695% 
 ,135.0, Duskull            ,  0.04867% ,1611.0,  2.276% ,1306.0,  2.344% 
 ,136.0, Karrablast         ,  0.04762% ,139.0,  0.196% ,108.0,  0.194% 
 ,137.0, Cubchoo            ,  0.04203% ,313.0,  0.442% ,241.0,  0.433% 
 ,138.0, Electrike          ,  0.03968% ,423.0,  0.598% ,336.0,  0.603% 
 ,139.0, Litwick            ,  0.03867% ,793.0,  1.120% ,623.0,  1.118% 
 ,140.0, Grubbin            ,  0.03782% ,519.0,  0.733% ,469.0,  0.842% 
 ,141.0, Goomy              ,  0.03715% ,502.0,  0.709% ,369.0,  0.662% 
 ,142.0, Arrokuda           ,  0.03710% ,1146.0,  1.619% ,908.0,  1.630% 
 ,143.0, Bonsly             ,  0.03669% ,672.0,  0.949% ,571.0,  1.025% 
 ,144.0, Bergmite           ,  0.03377% ,542.0,  0.766% ,423.0,  0.759% 
 ,145.0, Deino              ,  0.02963% ,443.0,  0.626% ,322.0,  0.578% 
 ,146.0, Spheal             ,  0.02851% ,339.0,  0.479% ,254.0,  0.456% 
 ,147.0, Roggenrola         ,  0.02671% ,231.0,  0.326% ,202.0,  0.363% 
 ,148.0, Yamask             ,  0.02480% ,403.0,  0.569% ,348.0,  0.625% 
 ,149.0, Meowth-Galar       ,  0.02475% ,274.0,  0.387% ,213.0,  0.382% 
 ,150.0, Swablu             ,  0.02378% ,319.0,  0.451% ,246.0,  0.442% 
 ,151.0, Bagon              ,  0.02265% ,1160.0,  1.639% ,801.0,  1.438% 
 ,152.0, Slowpoke-Galar     ,  0.02068% ,374.0,  0.528% ,286.0,  0.513% 
 ,153.0, Meowth-Alola       ,  0.01942% ,624.0,  0.881% ,507.0,  0.910% 
 ,154.0, Noibat             ,  0.01902% ,523.0,  0.739% ,419.0,  0.752% 
 ,155.0, Horsea             ,  0.01843% ,353.0,  0.499% ,275.0,  0.494% 
 ,156.0, Silicobra          ,  0.01739% ,119.0,  0.168% ,101.0,  0.181% 
 ,157.0, Sizzlipede         ,  0.01727% ,384.0,  0.542% ,287.0,  0.515% 
 ,158.0, Elgyem             ,  0.01614% ,398.0,  0.562% ,324.0,  0.582% 
 ,159.0, Sandygast          ,  0.01552% ,313.0,  0.442% ,247.0,  0.443% 
 ,160.0, Poliwag            ,  0.01439% ,532.0,  0.751% ,405.0,  0.727% 
 ,161.0, Clobbopus          ,  0.01300% ,810.0,  1.144% ,659.0,  1.183% 
 ,162.0, NidoranF           ,  0.01238% ,93.0,  0.131% ,78.0,  0.140% 
 ,163.0, Milcery            ,  0.01236% ,76.0,  0.107% ,59.0,  0.106% 
 ,164.0, Rhyhorn            ,  0.01201% ,372.0,  0.525% ,308.0,  0.553% 
 ,165.0, Cleffa             ,  0.01192% ,392.0,  0.554% ,286.0,  0.513% 
 ,166.0, Igglybuff          ,  0.01038% ,182.0,  0.257% ,135.0,  0.242% 
 ,167.0, Phantump           ,  0.01015% ,510.0,  0.720% ,409.0,  0.734% 
 ,168.0, Yamask-Galar       ,  0.01007% ,256.0,  0.362% ,209.0,  0.375% 
 ,169.0, Happiny            ,  0.00957% ,384.0,  0.542% ,277.0,  0.497% 
 ,170.0, Yamper             ,  0.00942% ,113.0,  0.160% ,86.0,  0.154% 
 ,171.0, Pumpkaboo-Large    ,  0.00914% ,78.0,  0.110% ,65.0,  0.117% 
 ,172.0, Larvitar           ,  0.00906% ,596.0,  0.842% ,418.0,  0.750% 
 ,173.0, Espurr             ,  0.00813% ,206.0,  0.291% ,147.0,  0.264% 
 ,174.0, Rolycoly           ,  0.00795% ,127.0,  0.179% ,99.0,  0.178% 
 ,175.0, Munna              ,  0.00747% ,60.0,  0.085% ,49.0,  0.088% 
 ,176.0, Zigzagoon-Galar    ,  0.00647% ,234.0,  0.331% ,194.0,  0.348% 
 ,177.0, Blipbug            ,  0.00602% ,210.0,  0.297% ,197.0,  0.354% 
 ,178.0, Vanillite          ,  0.00539% ,106.0,  0.150% ,81.0,  0.145% 
 ,179.0, Rockruff           ,  0.00491% ,245.0,  0.346% ,181.0,  0.325% 
 ,180.0, Pichu              ,  0.00487% ,350.0,  0.494% ,275.0,  0.494% 
 ,181.0, Pumpkaboo          ,  0.00476% ,89.0,  0.126% ,78.0,  0.140% 
 ,182.0, Barboach           ,  0.00451% ,591.0,  0.835% ,482.0,  0.865% 
 ,183.0, Snom               ,  0.00445% ,206.0,  0.291% ,158.0,  0.284% 
 ,184.0, Popplio            ,  0.00421% ,298.0,  0.421% ,233.0,  0.418% 
 ,185.0, Swinub             ,  0.00420% ,158.0,  0.223% ,138.0,  0.248% 
 ,186.0, Mudkip             ,  0.00407% ,421.0,  0.595% ,319.0,  0.573% 
 ,187.0, Shinx              ,  0.00361% ,436.0,  0.616% ,345.0,  0.619% 
 ,188.0, Klink              ,  0.00342% ,254.0,  0.359% ,207.0,  0.372% 
 ,189.0, Lotad              ,  0.00268% ,321.0,  0.453% ,250.0,  0.449% 
 ,190.0, Applin             ,  0.00267% ,626.0,  0.884% ,474.0,  0.851% 
 ,191.0, Sobble             ,  0.00265% ,333.0,  0.470% ,271.0,  0.486% 
 ,192.0, Chewtle            ,  0.00142% ,151.0,  0.213% ,121.0,  0.217% 
 ,193.0, Beldum             ,  0.00135% ,544.0,  0.768% ,419.0,  0.752% 
 ,194.0, Nickit             ,  0.00104% ,109.0,  0.154% ,84.0,  0.151% 
 ,195.0, Magikarp           ,  0.00071% ,273.0,  0.386% ,239.0,  0.429% 
 ,196.0, Feebas             ,  0.00060% ,102.0,  0.144% ,85.0,  0.153% 
 ,197.0, Bounsweet          ,  0.00058% ,128.0,  0.181% ,99.0,  0.178% 
 ,198.0, Hoothoot           ,  0.00050% ,160.0,  0.226% ,141.0,  0.253% 
 ,199.0, Skwovet            ,  0.00045% ,95.0,  0.134% ,80.0,  0.144% 
 ,200.0, Pidove             ,  0.00041% ,174.0,  0.246% ,137.0,  0.246% 
 ,201.0, Rookidee           ,  0.00034% ,333.0,  0.470% ,266.0,  0.477% 
 ,202.0, Ralts              ,  0.00028% ,389.0,  0.549% ,309.0,  0.555% 
 ,203.0, Tyrogue            ,  0.00017% ,190.0,  0.268% ,158.0,  0.284% 
 ,204.0, Tympole            ,  0.00016% ,24.0,  0.034% ,15.0,  0.027% 
 ,205.0, Seedot             ,  0.00013% ,54.0,  0.076% ,44.0,  0.079% 
 ,206.0, Lillipup           ,  0.00013% ,93.0,  0.131% ,78.0,  0.140% 
 ,207.0, Psyduck            ,  0.00013% ,104.0,  0.147% ,87.0,  0.156% 
 ,208.0, Petilil            ,  0.00011% ,36.0,  0.051% ,25.0,  0.045% 
 ,209.0, Snorunt            ,  0.00011% ,85.0,  0.120% ,71.0,  0.127% 
 ,210.0, Combee             ,  0.00003% ,102.0,  0.144% ,83.0,  0.149% 
 ,211.0, Whismur            ,  0.00001% ,94.0,  0.133% ,64.0,  0.115% 
 ,212.0, Cosmog             ,  0.00000% ,54.0,  0.076% ,42.0,  0.075% 
 ,213.0, Nincada            ,  0.00000% ,72.0,  0.102% ,57.0,  0.102% 
 ,214.0, Caterpie           ,  0.00000% ,85.0,  0.120% ,76.0,  0.136% 
